Contract,OnlineSecurity,tenure,InternetService,TotalCharges,MonthlyCharges,PaymentMethod
0,0,39,0,1494,40.6,2
0,0,50,1,5071,103.7,2
0,0,19,1,1564,86.85,2
2,2,72,1,7559,104.9,1
0,0,7,1,644,95.6,0
1,2,37,0,2443,67.45,2
2,1,31,2,755,25.75,3
0,0,1,1,69,69.95,3
2,0,72,1,7943,111.65,2
0,2,32,0,1864,61.4,0
0,0,46,1,3249,72.8,0
0,0,27,1,2595,95.6,0
1,1,69,2,1403,20.55,1
0,0,4,1,372,88.85,2
0,0,14,1,1337,92.9,2
1,1,32,2,624,19.75,0
1,1,67,2,1195,19.45,3
0,1,1,2,19,19.75,2
1,2,43,1,3882,90.65,1
0,1,21,2,416,19.95,3
0,0,2,0,97,49.25,3
2,2,12,0,552,49.85,3
0,0,28,0,961,35.75,3
0,0,30,1,3121,104.1,2
0,0,16,1,1448,89.05,1
1,0,31,0,2587,79.45,3
0,2,14,0,780,59.45,0
2,2,72,1,8075,109.75,3
2,1,53,2,1146,20.9,3
0,0,68,0,2796,39.9,0
2,0,50,1,4304,89.7,0
1,0,70,1,7195,105.55,0
2,0,65,0,3808,59.8,1
0,0,1,1,70,70.5,2
0,0,36,1,3565,94.8,1
0,2,57,0,3437,58.75,0
0,0,9,1,788,88.4,3
0,0,3,0,169,54.7,1
2,1,19,2,467,24.9,0
2,2,68,1,7990,118.6,3
0,0,29,1,2745,95.9,2
0,0,17,1,1470,82.65,1
2,2,71,1,8016,115.05,0
0,0,1,1,89,89.15,3
2,0,49,0,3902,79.3,0
0,0,13,1,1058,84.45,2
2,2,39,1,3801,100.45,2
2,1,49,2,1024,20.45,1
0,0,22,1,1816,84.75,2
2,2,61,0,4158,68.05,0
0,1,1,2,20,20.55,2
0,0,2,1,242,104.4,2
1,1,7,2,96,20.05,3
2,1,71,2,1789,25.45,1
1,1,17,2,310,19.95,3
0,0,3,1,256,75.85,2
2,1,72,2,1777,24.75,0
1,0,40,0,2283,55.8,2
0,1,14,2,299,20.05,2
1,0,65,1,7118,108.05,1
0,0,47,1,4707,100.5,2
0,1,25,2,536,20.15,3
0,0,2,1,154,72.6,3
1,0,46,0,2816,59.9,0
2,1,55,2,1210,21.0,3
0,0,63,1,7002,109.85,1
2,2,62,0,5215,86.1,2
0,2,48,0,2145,45.3,0
0,0,18,1,1468,78.2,2
2,0,71,1,6172,86.4,1
0,0,35,1,3161,89.65,0
0,2,27,0,1652,56.7,3
2,2,68,0,6392,92.2,1
0,1,3,2,63,20.4,3
2,1,39,2,762,20.7,1
1,0,53,1,5042,94.45,1
1,0,28,1,2598,90.1,0
0,0,5,1,383,74.65,2
0,1,10,2,208,19.75,1
1,2,50,0,1748,35.4,3
0,0,19,1,1495,78.7,0
1,2,17,0,1201,70.35,0
0,0,20,0,1023,51.8,3
2,1,63,2,1209,20.0,1
2,2,72,0,6224,86.65,0
2,2,52,1,4627,91.6,1
2,1,59,2,1222,19.5,1
1,0,30,0,1929,64.5,1
0,0,19,1,1760,94.95,2
1,2,47,1,5317,113.45,0
1,0,43,0,1931,44.15,2
2,0,57,0,3265,57.5,0
2,0,59,0,3116,54.15,1
0,0,12,1,1017,84.6,2
1,0,43,0,2391,56.35,3
2,0,64,0,5632,86.55,1
0,1,6,2,138,19.85,1
0,0,1,1,70,70.3,2
2,1,17,2,412,25.15,3
1,0,60,1,6441,106.0,2
2,2,72,1,8289,114.05,1
0,2,5,0,219,43.25,3
2,2,65,1,7337,109.3,2
0,0,6,0,357,59.45,2
0,0,4,0,299,74.4,2
0,0,20,1,2239,105.85,0
2,1,61,2,1417,24.4,3
0,2,65,1,6786,105.25,0
2,2,72,1,8312,115.55,1
0,0,8,1,829,105.5,2
1,0,12,0,872,74.05,3
0,2,43,1,4600,108.15,1
0,0,30,0,1172,40.3,2
0,0,58,1,4807,80.65,0
1,2,46,0,3231,70.6,3
0,0,24,1,2322,94.1,2
1,0,49,0,2541,51.8,0
0,0,4,1,293,70.65,2
1,0,10,0,475,49.55,3
0,0,54,0,3092,55.0,1
2,0,50,0,1932,39.7,1
1,0,48,1,4029,82.05,3
0,0,30,1,2555,85.15,2
0,2,3,0,177,64.5,0
0,1,1,2,19,19.9,2
0,0,48,0,2108,45.55,1
0,2,29,0,1912,66.1,2
0,1,3,2,63,20.0,3
1,0,14,0,772,59.1,1
0,2,49,1,5070,101.55,1
2,1,69,2,1346,19.4,3
2,2,72,0,3952,53.8,1
2,2,66,0,3810,58.2,1
1,2,53,1,5036,95.95,2
0,0,15,1,1345,85.6,0
2,0,10,0,299,29.6,3
0,2,27,0,1411,50.35,3
2,2,72,0,5265,73.0,1
0,0,21,0,1125,54.6,0
0,0,1,0,54,54.75,3
2,2,55,0,3068,58.6,2
2,1,58,2,1160,20.3,1
0,0,6,1,434,74.4,2
1,1,12,2,260,19.7,3
1,2,18,0,711,40.2,3
0,0,3,1,220,70.3,3
1,2,55,0,3157,59.45,1
0,0,4,1,301,74.65,2
0,0,10,0,329,34.7,2
0,2,70,1,6470,90.85,2
1,1,50,2,989,19.75,0
2,1,72,2,1643,24.3,0
1,0,66,1,7432,110.9,1
0,0,2,1,181,94.0,2
1,0,44,0,3471,77.55,3
1,1,56,2,1334,24.9,2
0,0,6,0,312,49.5,1
1,1,25,2,495,20.95,0
1,1,6,2,116,20.6,3
0,0,1,0,45,45.1,0
1,2,53,1,5769,106.1,0
1,2,14,1,1348,105.95,3
2,0,66,0,3632,54.65,0
1,0,68,1,6754,100.3,2
0,0,28,0,1517,54.65,0
0,2,3,0,91,29.7,1
0,2,24,1,2283,94.6,2
0,0,9,0,359,40.75,2
0,1,22,2,471,20.45,0
0,0,56,1,5916,105.45,0
0,0,21,0,985,45.65,3
0,0,16,1,1281,86.6,2
2,1,72,2,1798,25.2,0
0,0,1,0,44,44.95,3
0,0,32,1,3089,98.85,2
0,1,1,2,19,19.75,3
0,1,25,2,461,19.05,3
1,0,17,0,1070,61.95,3
1,0,33,1,3036,95.8,2
0,2,14,0,944,69.2,3
2,2,72,0,4919,65.5,0
1,0,47,1,4889,103.1,2
1,2,39,1,4134,104.7,1
0,1,6,2,109,20.95,3
1,1,11,2,233,20.6,3
1,0,20,1,1859,91.0,0
0,2,62,1,6487,105.5,2
0,0,1,0,24,24.25,2
2,0,34,0,1325,40.55,2
0,0,28,1,2289,85.45,2
1,0,42,0,2049,45.1,1
0,0,24,0,933,40.65,1
0,0,55,1,4144,73.1,2
0,0,36,1,3050,84.75,2
0,2,24,0,1400,55.65,0
0,0,25,0,1679,65.8,0
1,1,33,2,579,20.1,3
0,0,1,1,78,78.45,2
0,0,2,1,139,70.35,2
2,0,39,1,3895,100.55,3
0,0,55,0,2978,54.55,0
2,2,72,0,5025,71.45,0
1,2,70,0,5222,74.1,1
0,0,4,0,261,68.65,0
0,0,7,1,602,85.2,3
2,1,54,2,1092,20.35,0
0,0,31,1,3243,104.2,2
1,2,60,0,4456,74.85,1
0,2,1,0,50,50.15,2
1,0,65,1,4555,70.95,0
1,1,12,2,260,20.15,2
2,2,72,0,4754,65.1,1
0,1,7,2,144,19.3,3
0,2,44,1,3670,85.15,2
0,0,7,1,605,89.0,2
0,1,12,2,316,25.0,2
2,0,62,0,3753,60.15,1
0,1,4,2,77,20.5,3
0,0,5,0,370,64.0,2
0,0,2,1,160,75.8,2
0,0,1,1,70,70.3,2
0,2,40,0,2847,71.35,3
0,0,1,0,35,35.9,3
1,1,25,2,411,19.6,2
0,2,6,0,335,55.7,0
0,0,41,1,3089,74.25,2
0,0,9,0,484,50.1,2
0,0,1,1,75,75.35,2
1,0,22,1,1783,76.0,1
1,0,38,1,3342,89.1,3
0,2,23,1,2186,99.25,2
2,0,60,0,4543,76.95,0
1,2,47,0,3021,66.05,1
2,2,72,0,6733,92.65,0
0,2,70,1,7554,106.05,2
0,0,1,1,70,70.6,3
0,0,4,1,381,85.95,2
0,0,8,1,535,75.6,2
2,2,71,1,8175,114.0,0
0,0,2,1,146,80.2,2
1,1,34,2,678,19.6,1
0,0,40,1,3168,80.0,2
0,1,20,2,415,19.4,3
0,0,27,1,2383,89.2,2
1,0,30,1,3021,97.0,0
0,0,9,1,651,69.05,2
0,0,3,1,273,94.9,2
1,1,12,2,280,24.95,1
2,2,71,0,6223,85.75,1
2,1,27,2,761,24.5,2
0,2,40,0,2460,64.1,1
1,0,52,0,1623,30.1,3
2,2,70,0,6859,94.8,1
0,0,3,0,225,70.7,3
0,1,10,2,253,24.4,3
0,1,7,2,112,19.25,2
1,0,61,1,5673,96.5,0
0,0,7,0,418,62.8,0
1,2,72,1,7537,104.9,1
0,1,1,2,20,20.45,3
0,0,1,0,60,60.1,3
0,0,3,1,237,77.0,2
2,1,25,2,630,25.5,1
0,2,1,0,30,30.5,0
1,0,33,0,2531,79.15,2
0,0,32,1,2665,79.5,2
2,1,52,2,1331,24.55,3
0,0,28,1,2812,101.3,1
0,0,16,1,1350,84.75,2
1,0,26,1,2034,78.95,0
0,0,1,1,78,78.95,2
2,0,58,1,4828,82.5,0
0,0,60,1,6401,105.9,2
0,0,32,1,2871,91.05,2
0,1,18,2,389,19.55,3
0,0,1,1,95,95.45,2
1,0,48,0,1388,29.9,0
0,0,51,1,4146,84.2,2
2,0,72,0,3937,54.2,2
0,0,23,1,1917,81.0,2
0,0,5,1,416,81.3,2
0,1,11,2,214,19.95,3
0,2,52,1,5568,104.2,2
1,0,41,0,2029,50.05,0
0,0,63,1,5029,81.55,0
0,2,61,1,6375,106.2,2
0,0,12,1,1057,89.15,2
0,0,1,1,90,90.6,2
0,1,4,2,78,19.75,3
0,0,14,1,1112,80.05,1
2,1,69,2,1713,23.95,0
1,2,44,0,2440,54.0,2
0,2,13,1,1308,100.8,2
0,0,9,1,906,101.5,2
0,1,22,2,432,20.15,1
0,1,1,2,20,20.5,3
0,0,1,0,43,43.3,2
2,0,71,1,6585,93.7,0
2,1,42,2,1014,22.95,2
0,0,1,1,79,79.55,2
0,0,1,1,74,74.9,2
0,0,42,1,3541,84.65,2
0,0,8,0,401,56.3,0
1,2,65,1,6674,100.75,2
1,0,20,0,1416,68.7,2
0,0,1,1,81,81.95,2
0,2,42,0,3058,69.4,0
1,1,51,2,1216,23.95,3
1,2,43,0,3581,80.2,2
1,0,46,1,4408,94.15,2
2,2,52,0,4652,89.25,3
1,1,10,2,198,19.8,3
0,2,35,1,3180,91.0,1
2,2,66,0,4097,65.85,3
1,0,52,1,4976,95.7,1
2,0,46,1,4903,108.65,2
2,2,50,0,3486,70.5,1
0,0,13,1,1359,102.25,1
0,0,27,1,2135,78.05,2
0,0,22,1,2415,100.65,2
2,2,71,0,6045,86.1,0
0,0,26,0,1233,45.45,2
0,0,45,1,4200,93.9,0
1,1,16,2,295,19.35,1
1,0,49,1,5168,106.65,0
0,1,14,2,372,25.55,3
0,0,17,0,770,45.05,2
2,1,72,2,1679,23.75,0
2,0,49,1,4690,94.8,2
1,1,67,2,1343,20.55,2
0,0,29,0,926,31.2,2
0,0,13,1,1334,97.0,2
2,2,72,1,7887,109.55,1
1,0,58,0,2878,50.3,1
2,0,72,1,6565,90.45,0
0,0,1,1,72,72.1,2
0,1,5,2,94,20.05,0
2,2,34,1,3946,116.15,1
2,2,72,1,8308,117.6,0
1,0,51,1,4905,94.0,0
0,0,4,0,235,56.5,3
0,0,4,1,338,85.65,2
0,0,24,1,2264,93.55,2
1,2,31,0,1580,50.4,1
0,0,1,0,54,54.35,2
0,0,1,0,45,45.1,2
2,2,34,0,2339,67.65,1
0,0,22,1,1692,74.4,0
0,1,4,2,91,20.05,3
2,0,72,1,7459,100.9,0
0,1,8,2,158,20.25,3
0,0,1,0,24,24.45,3
0,0,1,1,79,79.7,2
0,1,1,2,25,25.7,2
0,0,9,1,809,90.8,0
0,0,33,1,3270,100.6,0
1,0,53,1,5576,105.25,2
1,0,57,1,4939,86.9,2
1,0,60,1,4765,79.2,0
2,2,72,0,4746,64.7,2
0,0,32,1,2970,93.5,2
1,0,48,1,4744,99.0,2
0,1,22,2,454,19.05,0
2,0,65,0,2933,45.25,3
2,2,65,0,3857,58.9,1
0,1,1,2,19,19.8,1
0,0,66,1,6690,100.8,2
2,0,71,1,7291,105.25,2
0,0,17,1,1214,70.4,0
0,0,2,0,85,44.95,3
1,2,51,1,4911,96.4,1
0,0,20,1,1493,70.55,1
1,2,71,1,7854,109.6,2
1,2,67,1,7482,111.3,2
0,0,1,1,75,75.3,0
0,0,16,1,1189,75.4,2
2,0,55,1,4805,88.8,1
0,2,7,0,554,75.7,2
0,2,43,0,2737,63.95,2
0,0,1,0,55,55.0,1
0,0,4,0,99,25.15,2
2,2,72,1,8331,114.5,3
1,2,49,1,5166,103.0,0
1,0,53,1,4867,94.25,0
1,2,60,0,2911,50.05,2
1,2,68,1,6581,96.55,1
2,0,57,0,4438,79.75,0
0,0,7,1,576,81.1,2
0,1,1,2,19,19.1,3
1,2,7,0,477,69.45,2
2,1,68,2,1498,24.15,0
1,0,19,1,1888,100.0,0
0,0,2,1,151,79.55,2
2,0,67,1,6717,105.65,0
1,2,67,0,3994,60.05,3
1,0,35,0,2441,69.0,2
1,0,67,1,7244,106.6,0
0,0,11,1,987,90.15,2
2,2,56,0,4824,85.65,0
0,2,8,0,216,29.35,3
2,1,22,2,555,25.25,1
2,0,71,0,5956,84.2,1
0,2,46,0,1620,35.05,0
1,2,66,1,6779,104.55,0
0,0,15,0,749,49.0,2
0,0,25,1,2338,95.7,1
1,1,32,2,607,19.8,3
0,2,8,0,579,66.7,2
1,1,6,2,171,25.1,3
0,0,3,0,130,46.1,3
0,0,11,0,683,59.65,0
0,0,15,1,1430,91.0,2
0,2,23,1,2169,90.05,0
0,0,1,0,44,44.0,3
1,2,37,0,1525,40.2,2
2,2,69,0,5542,80.65,0
2,0,71,0,5564,79.1,1
0,2,8,0,482,54.65,3
2,2,6,0,348,63.4,3
2,2,58,0,4916,84.3,2
1,0,39,1,3474,89.55,2
0,2,23,1,2024,90.0,2
2,1,66,2,1269,19.95,1
2,2,51,0,4089,83.25,1
0,0,7,1,586,79.7,2
1,1,15,2,332,19.65,3
0,0,51,1,4242,80.0,1
0,1,4,2,73,19.0,3
0,0,18,0,913,50.3,2
0,2,46,1,4154,93.7,2
0,0,3,1,334,105.9,2
2,1,63,2,1559,25.25,3
2,0,52,1,4990,96.25,0
0,0,17,0,1108,69.0,3
1,0,43,0,3662,85.1,1
2,1,69,2,1399,19.95,1
2,2,70,0,5743,79.7,0
1,1,4,2,97,23.9,2
2,1,60,2,1270,20.95,0
0,0,20,0,482,24.45,2
1,0,69,1,6511,95.75,1
0,2,48,1,4997,105.25,1
0,0,1,0,30,30.55,3
0,0,8,0,415,51.05,2
0,0,1,0,45,45.85,3
0,1,1,2,19,19.55,1
1,1,22,2,422,19.6,3
0,0,16,0,679,39.0,3
2,2,72,1,8547,118.2,2
1,0,11,0,729,61.25,2
0,2,4,1,367,90.65,2
2,1,8,2,141,20.0,3
1,2,54,0,4350,82.45,0
2,2,69,0,5553,81.5,1
0,0,46,1,3605,80.4,2
1,0,67,0,3431,50.55,1
2,2,71,0,6325,90.35,2
0,0,20,1,1648,89.95,2
0,2,41,1,4594,113.6,0
0,0,3,0,132,41.15,2
1,0,15,0,688,50.75,2
0,0,22,1,1730,79.35,2
0,0,18,1,1451,80.65,2
0,0,9,1,923,98.3,1
1,0,26,1,2018,75.5,0
1,0,71,1,7382,105.75,0
1,1,16,2,326,19.05,3
2,2,72,0,6352,89.1,1
1,1,42,2,949,25.05,2
1,2,47,1,4391,96.1,2
2,2,66,0,4428,66.1,1
0,0,5,0,216,49.2,2
0,0,4,0,118,29.65,2
1,1,42,2,761,19.05,2
1,0,69,0,4263,60.8,1
1,2,60,1,7049,116.6,1
1,1,12,2,219,19.35,0
0,0,3,0,141,45.35,2
1,2,54,1,5643,105.4,1
0,1,6,2,98,20.2,3
0,1,2,2,42,20.05,3
2,2,57,1,5625,93.75,2
2,1,63,2,1298,20.6,3
0,2,41,1,3893,94.3,0
2,0,25,1,2513,99.3,0
2,2,65,0,5459,84.85,0
2,1,54,2,1079,20.1,3
0,0,61,1,5731,94.15,1
1,1,19,2,344,19.8,3
0,1,12,2,227,19.45,0
2,1,18,2,471,24.65,1
2,2,68,1,6683,95.1,0
0,2,10,1,1064,100.25,2
0,0,20,1,1899,94.55,2
0,0,42,1,4138,99.45,2
1,2,45,0,1840,42.3,0
2,2,72,1,8349,115.15,0
1,2,35,1,3836,110.8,0
1,0,72,1,6588,89.7,2
0,0,8,1,820,99.65,2
0,0,37,0,2345,64.75,2
1,0,21,1,2239,104.55,3
2,0,71,0,5662,80.45,0
0,2,40,0,2731,67.45,2
0,2,10,0,612,62.25,0
0,0,25,1,2191,88.4,0
1,2,41,0,3187,74.7,1
0,0,19,1,1777,95.9,1
0,2,23,1,2326,95.1,2
2,0,57,1,5969,107.95,2
0,0,2,1,134,84.05,2
2,2,70,0,5589,79.6,0
0,0,1,1,88,88.35,2
1,2,70,1,7534,109.5,0
2,2,72,1,7104,97.0,0
0,0,25,1,2655,105.95,3
0,0,23,1,2470,104.05,3
2,1,65,2,1218,19.55,1
0,1,25,2,460,20.8,3
0,0,15,1,1258,83.05,2
0,0,41,0,2215,53.95,2
0,0,1,0,54,54.65,2
1,2,48,0,3629,70.95,0
0,0,4,0,229,61.45,1
1,1,17,2,351,19.65,0
0,0,42,1,4323,104.75,0
0,2,49,0,1838,39.2,2
2,1,21,2,390,19.6,3
2,2,60,1,6586,110.6,2
2,1,58,2,1513,24.45,1
2,1,31,2,638,20.45,3
1,0,61,1,6383,101.15,0
1,0,64,1,5629,90.25,1
2,0,61,0,3751,61.45,0
2,2,67,0,4677,70.9,1
2,1,55,2,1443,25.7,0
1,1,20,2,416,20.0,3
0,2,11,1,795,79.5,0
2,2,72,1,8456,116.8,1
2,2,57,0,4845,84.5,2
1,0,70,0,3011,44.05,1
2,2,68,1,7279,110.25,1
0,2,1,1,84,84.6,3
1,0,47,1,3650,78.9,2
0,2,15,0,994,64.65,0
1,1,69,2,1442,20.35,1
0,2,3,0,165,55.35,2
0,1,1,2,19,19.45,3
2,2,33,1,3027,88.95,2
2,2,53,0,3686,69.7,0
0,0,20,1,1614,80.7,0
0,0,1,1,93,93.55,2
1,2,10,1,1064,98.9,2
0,1,32,2,601,19.9,0
0,0,56,1,5594,101.05,2
2,1,71,2,1372,19.1,1
0,0,13,1,916,70.15,2
0,1,2,2,39,20.1,3
0,0,17,1,1640,95.65,0
0,2,2,0,113,55.1,3
1,0,72,1,7323,101.35,2
1,2,26,0,1362,54.55,1
0,1,5,2,135,25.9,0
0,0,3,1,329,100.95,2
0,0,26,1,2193,80.7,2
1,2,59,0,3801,65.5,3
0,0,27,0,1336,49.85,3
0,2,57,1,5925,103.05,2
0,0,1,0,44,44.1,2
1,1,37,2,695,19.8,2
0,2,6,0,314,49.45,2
0,0,18,1,1373,75.9,0
1,0,19,1,1875,100.95,2
2,2,67,0,5229,75.5,2
0,0,34,1,2427,71.55,1
0,2,22,0,1054,48.8,1
1,2,52,1,4738,91.25,2
1,0,56,0,2959,54.05,0
0,0,18,1,1752,95.45,2
1,2,56,1,5794,104.55,0
0,0,4,1,356,90.4,2
1,2,64,1,7396,115.0,2
2,0,61,0,4932,80.9,0
2,2,71,1,7168,99.4,2
0,0,2,1,134,69.8,1
1,0,64,1,6688,102.1,2
0,2,45,1,4964,108.45,1
1,1,18,2,424,23.75,3
1,1,66,2,1714,25.7,1
2,2,37,0,1390,40.55,3
2,1,39,2,1004,25.0,3
0,0,25,1,2043,84.8,2
0,0,22,1,1850,87.0,0
1,1,10,2,189,19.6,0
1,1,20,2,393,20.35,3
0,0,8,0,581,64.4,1
0,0,49,0,2583,52.15,1
2,0,65,1,6725,105.85,1
0,0,1,0,45,45.2,2
0,0,5,1,498,94.45,2
2,2,72,1,6827,96.6,0
2,0,72,1,7998,110.15,2
1,0,53,1,5200,100.3,3
0,0,21,1,1570,75.3,3
1,0,70,1,7475,107.9,2
1,2,33,1,3467,103.7,3
0,0,23,1,1758,75.6,0
2,2,45,0,2553,54.65,0
1,1,35,2,708,19.65,3
0,1,16,2,327,20.25,0
2,2,49,1,5174,106.65,1
0,1,1,2,19,19.3,3
2,2,61,0,4860,80.8,0
1,1,68,2,1193,19.5,0
0,1,1,2,19,19.75,3
2,2,60,0,3237,53.6,2
2,1,53,2,1336,25.55,1
0,0,28,1,2890,103.3,2
0,0,2,1,145,69.65,2
0,0,1,1,70,70.2,2
0,0,16,1,1194,72.65,2
2,1,72,2,1460,20.1,0
0,2,6,0,322,55.15,3
0,0,3,1,318,107.95,2
0,0,49,1,4494,90.4,1
0,0,1,0,50,50.45,3
0,2,50,1,4914,94.4,1
0,0,12,0,355,29.3,3
0,0,32,1,2483,80.3,1
2,2,68,1,7074,103.25,1
0,1,1,2,20,20.8,3
1,0,40,0,1382,36.0,1
0,0,5,0,262,51.35,2
2,2,72,0,5763,78.85,0
0,0,1,1,85,85.45,2
2,2,58,1,6393,109.1,1
1,1,24,2,605,24.6,0
0,0,3,1,267,83.9,3
2,1,62,2,1296,20.3,0
2,0,72,1,7922,110.9,1
0,0,50,1,3444,71.05,2
2,1,66,2,1374,20.0,1
0,0,40,1,3292,81.2,2
1,0,40,0,2921,70.75,1
2,0,67,1,6895,103.15,0
0,0,56,1,5841,104.75,2
2,1,64,2,1277,20.2,3
0,0,20,1,1745,84.35,2
2,0,71,1,6707,95.5,1
0,2,41,0,3023,74.55,1
2,2,72,0,3527,48.9,3
1,0,18,0,812,46.4,1
1,2,71,0,5012,71.0,0
2,2,46,0,3047,65.65,3
2,1,46,2,890,20.25,0
1,0,57,0,3134,54.65,3
2,0,68,0,5330,80.65,2
0,0,1,0,25,25.15,3
2,1,38,2,743,20.4,0
0,0,32,1,2570,79.3,3
0,0,2,0,89,45.0,2
0,0,10,1,735,70.15,3
2,1,72,2,1496,19.4,0
2,0,65,1,7245,110.8,1
0,0,21,1,1737,84.1,2
2,1,67,2,1335,19.65,3
1,0,12,0,854,75.85,3
0,2,25,1,2660,102.8,3
0,0,8,1,695,85.2,2
0,1,1,2,19,19.45,2
2,0,65,0,5071,79.4,0
0,2,2,0,104,54.85,3
2,2,62,0,3008,48.7,0
0,0,36,1,3067,84.9,2
1,1,38,2,755,19.3,3
1,2,57,0,3509,59.6,3
1,1,32,2,707,20.35,1
0,0,44,1,4063,90.4,3
0,0,2,0,114,54.4,3
0,2,41,1,4527,114.5,0
0,0,14,1,1259,90.9,0
0,0,56,1,4902,85.6,0
0,0,7,1,646,84.55,2
0,1,11,2,237,20.45,1
1,1,13,2,273,20.2,3
2,0,71,1,7555,105.15,0
0,1,22,2,493,24.85,1
1,2,42,1,4298,99.0,2
1,1,15,2,270,19.65,3
2,0,69,1,6480,92.15,3
0,0,23,1,1702,75.3,1
0,0,19,1,1424,73.85,1
2,2,63,0,3221,50.65,0
2,0,68,0,4953,72.95,0
0,0,1,1,80,80.55,2
0,0,18,0,669,39.05,2
2,0,71,0,4145,58.25,0
1,1,15,2,335,20.35,1
2,1,8,2,130,19.7,3
0,0,21,1,2030,96.8,0
0,0,6,1,552,89.75,2
1,0,69,0,2134,29.8,1
2,2,68,0,3948,56.4,3
0,1,1,2,20,20.3,0
1,1,62,2,1244,19.95,0
1,0,38,0,2862,78.95,1
0,0,5,1,424,85.3,2
0,0,3,1,279,94.6,2
0,2,45,1,5125,115.65,2
0,1,1,2,20,20.95,3
0,0,9,1,637,75.5,1
0,0,20,1,1540,69.8,0
0,0,54,1,4370,79.5,2
2,1,20,2,419,19.7,3
2,0,48,1,5067,108.1,0
0,0,54,0,1364,24.95,0
0,0,1,0,50,50.1,2
0,0,1,0,43,43.8,2
0,1,1,2,19,19.55,3
1,1,48,2,1004,19.95,0
0,1,1,2,19,19.55,3
1,0,37,0,2658,72.1,3
0,1,1,2,19,19.1,3
2,1,39,2,987,25.2,3
0,0,4,0,227,55.5,1
1,1,33,2,800,24.15,1
0,1,18,2,331,19.25,3
0,0,4,0,179,50.05,3
1,1,56,2,1238,21.2,3
0,0,17,1,1144,70.0,2
1,2,50,1,4549,90.1,1
2,1,72,2,1401,20.3,0
0,0,10,1,786,75.05,2
2,1,25,2,486,20.1,3
2,1,71,2,1873,25.05,1
0,1,20,2,507,25.55,0
0,0,14,1,1235,86.1,2
1,2,62,0,3487,56.15,0
0,0,8,0,215,25.5,3
0,0,54,1,4931,90.05,2
1,2,61,1,7365,118.6,2
2,0,67,0,4103,59.55,2
2,2,49,0,4060,81.35,1
2,2,66,0,6075,91.7,0
0,0,47,1,5135,104.1,2
0,0,21,0,780,36.0,3
0,0,51,1,5038,99.0,2
0,2,22,1,1820,81.7,2
0,1,3,2,57,20.7,3
2,0,64,1,7069,110.5,1
0,0,67,0,3579,53.4,1
2,1,72,2,1797,25.4,3
2,2,37,0,2302,61.45,1
1,1,37,2,727,19.6,3
0,0,41,1,4187,98.4,2
0,2,65,1,6812,104.25,2
1,1,47,2,942,19.9,0
0,0,26,1,1834,74.95,0
0,0,9,1,758,85.35,2
2,0,60,0,4946,80.6,0
0,0,1,1,86,86.05,2
2,0,62,0,2748,43.6,1
0,0,6,1,418,69.25,3
1,2,53,1,5311,98.6,3
0,2,32,1,2324,75.5,0
1,2,67,1,7804,118.35,0
0,1,15,2,399,25.4,1
0,0,49,0,1453,30.2,0
0,0,22,0,1206,55.15,2
2,0,64,1,6823,105.25,2
0,0,21,1,1852,82.35,2
0,0,12,1,1060,98.1,2
0,2,43,1,4107,94.1,2
1,1,66,2,1359,20.35,2
0,0,44,1,4364,96.1,2
1,1,17,2,330,20.65,3
0,0,1,0,50,50.1,3
0,0,51,1,4913,97.8,2
0,1,9,2,178,20.25,3
1,0,64,1,6254,100.05,1
0,2,8,1,658,75.0,3
0,0,57,1,4018,74.3,2
1,2,59,0,4070,68.7,0
1,2,64,0,4392,66.15,1
0,1,1,2,19,19.4,3
2,2,72,0,6110,85.9,1
0,0,1,1,80,80.5,2
1,1,51,2,1260,25.0,0
0,0,42,1,3588,84.3,2
0,1,1,2,20,20.3,1
2,0,56,1,5744,103.2,0
0,2,39,1,4040,106.4,2
1,2,25,0,970,40.65,1
1,0,71,0,5139,72.9,0
0,0,10,0,492,46.0,3
0,0,40,1,3369,84.9,2
2,1,68,2,1664,24.0,0
1,1,61,2,1226,20.4,3
2,2,69,0,6194,86.9,0
1,2,30,0,2530,85.35,0
0,0,1,0,46,46.2,1
1,1,22,2,412,19.25,3
2,0,38,1,3616,94.9,0
0,0,3,1,242,75.25,2
0,0,1,0,35,35.45,2
1,0,41,1,3729,89.55,2
0,2,7,0,355,50.3,0
2,0,68,1,7039,103.75,1
0,0,5,0,318,63.95,1
1,0,41,1,4213,102.6,2
0,1,35,2,882,25.75,2
0,0,19,1,1532,86.0,0
2,2,69,0,5502,79.45,1
2,2,45,0,3371,73.85,1
2,2,67,0,4627,67.85,3
1,2,61,0,4820,79.4,2
0,0,24,1,2048,84.85,0
0,0,22,1,1554,69.25,2
1,0,63,1,4965,81.2,1
0,0,1,0,35,35.75,2
0,0,24,1,2494,104.15,2
1,2,39,1,3692,95.55,2
1,0,63,1,5764,91.35,2
0,0,1,0,50,50.75,3
0,0,26,0,786,29.8,3
1,0,41,0,2075,51.35,2
1,1,22,2,467,20.3,1
1,0,35,1,3165,89.7,2
1,1,37,2,677,19.8,1
0,0,55,1,5676,103.65,1
0,2,38,0,2522,66.15,0
0,2,32,0,1051,35.15,2
0,2,14,1,1164,86.0,3
2,0,62,1,6590,104.05,2
0,0,14,1,1180,86.3,2
0,0,29,1,2698,89.2,2
0,2,54,1,4667,89.8,3
1,2,71,1,6770,95.15,1
1,2,47,1,4535,94.8,0
